apc_code,hcpcs_code,payment_rate,description
5302,43220,1960.47,Esophagoscopy balloon <30mm
5302,43226,1960.47,Esoph endoscopy dilation
5302,43227,1960.47,Esophagoscopy control bleed
5302,43231,1960.47,Esophagoscop ultrasound exam
5302,43232,1960.47,Esophagoscopy w/us needle bx
5302,43233,1960.47,Egd balloon dil esoph30 mm/>
5302,43237,1960.47,Endoscopic us exam esoph
5302,43238,1960.47,Egd us fine needle bx/aspir
5302,43241,1960.47,Egd tube/cath insertion
5302,43242,1960.47,Egd us fine needle bx/aspir
5302,43243,1960.47,Egd injection varices
5302,43244,1960.47,Egd varices ligation
5302,43245,1960.47,Egd dilate stricture
5302,43246,1960.47,Egd place gastrostomy tube
5302,43249,1960.47,Esoph egd dilation <30 mm
5302,43250,1960.47,Egd cautery tumor polyp
5302,43251,1960.47,Egd remove lesion snare
5302,43252,1960.47,Egd optical endomicroscopy
5302,43253,1960.47,Egd us transmural injxn/mark
5302,43254,1960.47,Egd endo mucosal resection
5302,43255,1960.47,Egd control bleeding any
5302,43259,1960.47,Egd us exam duodenum/jejunum
5302,43263,1960.47,Ercp sphincter pressure meas
5302,43270,1960.47,Egd lesion ablation
5302,43275,1960.47,Ercp remove forgn body duct
5302,43290,1960.47,Egd flx trnsorl dplmnt balo
5302,43453,1960.47,Dilate esophagus
5302,43830,1960.47,Gstrst open wo constj tube
5302,44300,1960.47,Open bowel to skin
5302,44360,1960.47,Small bowel endoscopy
5302,44361,1960.47,Small bowel endoscopy/biopsy
5302,44363,1960.47,Small bowel endoscopy
5302,44364,1960.47,Small bowel endoscopy
5302,44365,1960.47,Small bowel endoscopy
5302,44366,1960.47,Small bowel endoscopy
5302,44369,1960.47,Small bowel endoscopy
5302,44372,1960.47,Small bowel endoscopy
5302,44373,1960.47,Small bowel endoscopy
5302,44376,1960.47,Small bowel endoscopy
5302,44377,1960.47,Small bowel endoscopy/biopsy
5302,44378,1960.47,Small bowel endoscopy
5302,44381,1960.47,Small bowel endoscopy br/wa
5302,44384,1960.47,Small bowel endoscopy
5302,49423,1960.47,Exchange drainage catheter
5302,49436,1960.47,Embedded ip cath exit-site
5302,49440,1960.47,Place gastrostomy tube perc
5302,49441,1960.47,Place duod/jej tube perc
5302,49446,1960.47,Change g-tube to g-j perc
5303,0654T,3938.98,Egd flx transnasal tube/cath
5303,43195,3938.98,Esophagoscopy rigid balloon
5303,43229,3938.98,Esophagoscopy lesion ablate
5303,43257,3938.98,Egd w/thrml txmnt gerd
5303,43260,3938.98,Ercp w/specimen collection
5303,43261,3938.98,Endo cholangiopancreatograph
5303,43262,3938.98,Endo cholangiopancreatograph
5303,43264,3938.98,Ercp remove duct calculi
5303,43277,3938.98,Ercp ea duct/ampulla dilate
5303,43278,3938.98,Ercp lesion ablate w/dilate
5303,43772,3938.98,Lap rmvl gastr adj device
5303,43774,3938.98,Lap rmvl gastr adj all parts
5303,43840,3938.98,Gstrrphy sutr duol/gstr ulcr
5303,43870,3938.98,Closure gastrostomy surgical
5303,44602,3938.98,Suture small intestine
5303,C9777,3938.98,Esophag muc integ w/eso egd
5303,C9779,3938.98,Esd endoscopy or colonoscopy
5311,44385,950.1,Endoscopy of bowel pouch
5311,44386,950.1,Endoscopy bowel pouch/biop
5311,44388,950.1,Colonoscopy thru stoma spx
5311,44390,950.1,Colonoscopy for foreign body
5311,44408,950.1,Colonoscopy w/decompression
5311,45300,950.1,Proctosigmoidoscopy dx
5311,45330,950.1,Diagnostic sigmoidoscopy
5311,45331,950.1,Sigmoidoscopy and biopsy
5311,45333,950.1,Sigmoidoscopy & polypectomy
5311,45335,950.1,Sigmoidoscopy w/submuc inj
5311,45337,950.1,Sigmoidoscopy & decompress
5311,45341,950.1,Sigmoidoscopy w/ultrasound
5311,45378,950.1,Diagnostic colonoscopy
5311,45399,950.1,Unlisted procedure colon
5311,45520,950.1,Treatment of rectal prolapse
5311,45900,950.1,Reduction of rectal prolapse
5311,45999,950.1,Unlisted procedure rectum
5311,46050,950.1,I&d perianal abscess supfc
5311,46221,950.1,Ligation of hemorrhoid(s)
5311,46500,950.1,Injection into hemorrhoid(s)
5311,46608,950.1,Anoscopy remove for body
5311,46611,950.1,Anoscopy
5311,46942,950.1,Treatment of anal fissure
5311,46999,950.1,Unlisted procedure anus
5311,91113,950.1,Gi trc img intral colon i&r
5311,C9725,950.1,Place endorectal app
5311,G0104,950.1,Ca screen;flexi sigmoidscope
5311,G0105,950.1,Colorectal scrn; hi risk ind
5311,G0121,950.1,Colon ca scrn not hi rsk ind
5311,G0455,950.1,Fecal microbiota prep instil
5312,0963T,1222.56,Anosc sbmcsl njx bulking agt
5312,0967T,1222.56,Tranal ins tmp clrc anst dev
5312,44389,1222.56,Colonoscopy with biopsy
5312,44391,1222.56,Colonoscopy for bleeding
5312,44392,1222.56,Colonoscopy & polypectomy
5312,44394,1222.56,Colonoscopy w/snare
5312,44401,1222.56,Colonoscopy with ablation
5312,44403,1222.56,Colonoscopy w/resection
5312,44404,1222.56,Colonoscopy w/injection
5312,44405,1222.56,Colonoscopy w/dilation
5312,44406,1222.56,Colonoscopy w/ultrasound
5312,44407,1222.56,Colonoscopy w/ndl aspir/bx
5312,45000,1222.56,Drainage of pelvic abscess
5312,45005,1222.56,Drainage of rectal abscess
5312,45150,1222.56,Excision of rectal stricture
5312,45303,1222.56,Proctosigmoidoscopy dilate
5312,45305,1222.56,Proctosigmoidoscopy w/bx
5312,45309,1222.56,Proctosigmoidoscopy removal
5312,45315,1222.56,Proctosigmoidoscopy removal
5312,45317,1222.56,Proctosigmoidoscopy bleed
5312,45332,1222.56,Sigmoidoscopy w/fb removal
5312,45334,1222.56,Sigmoidoscopy for bleeding
5312,45338,1222.56,Sigmoidoscopy w/tumr remove
5312,45340,1222.56,Sig w/tndsc balloon dilation
5312,45342,1222.56,Sigmoidoscopy w/us guide bx
5312,45346,1222.56,Sigmoidoscopy w/ablation
5312,45350,1222.56,Sgmdsc w/band ligation
5312,45379,1222.56,Colonoscopy w/fb removal
5312,45380,1222.56,Colonoscopy and biopsy
5312,45381,1222.56,Colonoscopy submucous njx
5312,45382,1222.56,Colonoscopy w/control bleed
5312,45384,1222.56,Colonoscopy w/lesion removal
5312,45385,1222.56,Colonoscopy w/lesion removal
5312,45386,1222.56,Colonoscopy w/balloon dilat
5312,45388,1222.56,Colonoscopy w/ablation
5312,45391,1222.56,Colonoscopy w/endoscope us
5312,45392,1222.56,Colonoscopy w/endoscopic fnb
5312,45393,1222.56,Colonoscopy w/decompression
5312,45398,1222.56,Colonoscopy w/band ligation
5312,45905,1222.56,Dilation of anal sphincter
5312,45910,1222.56,Dilation of rectal narrowing
5312,45915,1222.56,Remove rectal obstruction
5312,46030,1222.56,Removal anal seton oth mrk
5312,46040,1222.56,I&d ischiorct&/perirct absc
5312,46220,1222.56,Excise anal ext tag/papilla
5312,46320,1222.56,Removal of hemorrhoid clot
5312,46505,1222.56,Chemodenervation anal musc
5312,46604,1222.56,Anoscopy and dilation
5312,46606,1222.56,Anoscopy and biopsy
5312,46607,1222.56,Diagnostic anoscopy & biopsy
5312,46614,1222.56,Anoscopy control bleeding
5312,46930,1222.56,Destroy internal hemorrhoids
5312,49442,1222.56,Place cecostomy tube perc
5313,45020,2835.78,Drainage of rectal abscess
5313,45100,2835.78,Biopsy of rectum
5313,45108,2835.78,Anorectal myomectomy
5313,45160,2835.78,Excision of rectal lesion
5313,45171,2835.78,Exc rect tum transanal part
5313,45172,2835.78,Exc rect tum transanal full
5313,45190,2835.78,Destruction rectal tumor
5313,45307,2835.78,Proctosigmoidoscopy fb
5313,45308,2835.78,Proctosigmoidoscopy removal
5313,45320,2835.78,Proctosigmoidoscopy ablate
5313,45321,2835.78,Proctosigmoidoscopy volvul
5313,45349,2835.78,Sigmoidoscopy w/resection
5313,45390,2835.78,Colonoscopy w/resection
5313,45500,2835.78,Repair of rectum
5313,45505,2835.78,Repair of rectum
5313,45541,2835.78,Correct rectal prolapse
5313,45560,2835.78,Repair of rectocele
5313,45990,2835.78,Surg dx exam anorectal
5313,46020,2835.78,Placement of seton
5313,46045,2835.78,I&d absc tranal under anes
5313,46060,2835.78,I&d ischiorectal/ntrmrl absc
5313,46070,2835.78,Incision anal septum infant
5313,46080,2835.78,Sphnctrotmy anal div sphnctr
5313,46200,2835.78,Removal of anal fissure
5313,46230,2835.78,Removal of anal tags
5313,46250,2835.78,Remove ext hem groups 2+
5313,46255,2835.78,Remove int/ext hem 1 group
5313,46257,2835.78,Remove in/ex hem grp & fiss
5313,46258,2835.78,Remove in/ex hem grp w/fistu
5313,46260,2835.78,Remove in/ex hem groups 2+
5313,46261,2835.78,Remove in/ex hem grps & fiss
5313,46262,2835.78,Remove in/ex hem grps w/fist
5313,46270,2835.78,Remove anal fist subq
5313,46275,2835.78,Remove anal fist inter
5313,46280,2835.78,Remove anal fist complex
5313,46285,2835.78,Remove anal fist 2 stage
5313,46288,2835.78,Repair anal fistula
5313,46610,2835.78,Anoscopy remove lesion
5313,46612,2835.78,Anoscopy remove lesions
5313,46615,2835.78,Anoscopy
5313,46700,2835.78,Repair of anal stricture
5313,46706,2835.78,Repr of anal fistula w/glue
5313,46707,2835.78,Repair anorectal fist w/plug
5313,46750,2835.78,Repair of anal sphincter
5313,46753,2835.78,Reconstruction of anus
5313,46754,2835.78,Removal of suture from anus
5313,46760,2835.78,Repair of anal sphincter
5313,46761,2835.78,Repair of anal sphincter
5313,46917,2835.78,Laser surgery anal lesions
5313,46922,2835.78,Excision of anal lesion(s)
5313,46924,2835.78,Destruction anal lesion(s)
5313,46940,2835.78,Treatment of anal fissure
5313,46945,2835.78,Int hrhc lig 1 hroid w/o img
5313,46946,2835.78,Int hrhc lig 2+hroid w/o img
5313,46947,2835.78,Hemorrhoidopexy by stapling
5313,46948,2835.78,Int hrhc tranal dartlzj 2+
5313,C9796,2835.78,Rpr intst excl anrect fist
5331,0184T,6202.39,Exc rectal tumor endoscopic
5331,0884T,6202.39,Esphgsc flx 1st tndsc dilat
5331,0885T,6202.39,Colsc flx 1st tndsc dilat
5331,0886T,6202.39,Sgmdsc flx 1st tndsc dilat
5331,43212,6202.39,Esophagoscop stent placement
5331,43240,6202.39,Egd w/transmural drain cyst
5331,43265,6202.39,Ercp lithotripsy calculi
5331,43266,6202.39,Egd endoscopic stent place
5331,43274,6202.39,Ercp duct stent placement
5331,43276,6202.39,Ercp stent exchange w/dilate
5331,43497,6202.39,Transorl lwr esophgl myotomy
5331,44370,6202.39,Small bowel endoscopy/stent
5331,44379,6202.39,S bowel endoscope w/stent
5331,44402,6202.39,Colonoscopy w/stent plcmt
5331,45327,6202.39,Proctosigmoidoscopy w/stent
5331,45347,6202.39,Sigmoidoscopy w/plcmt stent
5331,45389,6202.39,Colonoscopy w/stent plcmt
5341,0872T,3657.95,Rplcmt ndwllg bldr&prtl cath
5341,0873T,3657.95,Revj subq prtl asct pmp sys
5341,0874T,3657.95,Rmvl pertl ascites pmp sys
5341,32550,3657.95,Insert pleural cath
5341,47490,3657.95,Incision of gallbladder
5341,47531,3657.95,Injection for cholangiogram
5341,47532,3657.95,Injection for cholangiogram
5341,47533,3657.95,Plmt biliary drainage cath
5341,47534,3657.95,Plmt biliary drainage cath
5341,47535,3657.95,Conversion ext bil drg cath
5341,47536,3657.95,Exchange biliary drg cath
5341,49250,3657.95,Excision of umbilicus
5341,49402,3657.95,Remove foreign body adbomen
5341,49418,3657.95,Insert tun ip cath perc
5341,49421,3657.95,Ins tun ip cath for dial opn
5341,49426,3657.95,Revise abdomen-venous shunt
5341,49492,3657.95,Rpr ing hern premie blocked
5341,49495,3657.95,Rpr ing hernia baby reduc
5341,49496,3657.95,Rpr ing hernia baby blocked
5341,49501,3657.95,Rpr ing hernia init blocked
5341,49505,3657.95,Prp i/hern init reduc >5 yr
5341,49507,3657.95,Prp i/hern init block >5 yr
5341,49520,3657.95,Rerepair ing hernia reduce
5341,49525,3657.95,Repair ing hernia sliding
5341,49550,3657.95,Rpr rem hernia init reduce
5341,49553,3657.95,Rpr fem hernia init blocked
5341,49555,3657.95,Rerepair fem hernia reduce
5341,49557,3657.95,Rerepair fem hernia blocked
5341,49591,3657.95,Rpr aa hrn 1st < 3 cm rdc
5341,49600,3657.95,Repair umbilical lesion
5341,49613,3657.95,Rpr aa hrn rcr < 3 rdc
5341,54530,3657.95,Removal of testis
5341,54550,3657.95,Exploration for testis
5341,54640,3657.95,Orchiopexy ingun/scrot appr
5341,54650,3657.95,Orchiopexy (fowler-stephens)
5341,55040,3657.95,Removal of hydrocele
5341,55041,3657.95,Removal of hydroceles
5341,55540,3657.95,Revise hernia & sperm veins
5342,44950,6614.04,Appendectomy
5342,47541,6614.04,Plmt access bil tree sm bwl
5342,47552,6614.04,Biliary endo perq dx w/speci
5342,47553,6614.04,Biliary endoscopy thru skin
5342,47555,6614.04,Biliary endoscopy thru skin
5342,49010,6614.04,Exploration behind abdomen
5342,49255,6614.04,Removal of omentum
5342,49500,6614.04,Rpr ing hernia init reduce
5342,49521,6614.04,Rerepair ing hernia blocked
5342,49593,6614.04,Rpr aa hrn 1st 3-10 rdc
5342,49595,6614.04,Rpr aa hrn 1st > 10 rdc
5342,49615,6614.04,Rpr aa hrn rcr 3-10 rdc
5342,55535,6614.04,Revise spermatic cord veins
5342,C8006,6614.04,Inst pleu-perit shnt w pump
5361,32601,6176.47,Thoracoscopy diagnostic
5361,32606,6176.47,Thoracoscopy w/bx med space
5361,32609,6176.47,Thoracoscopy w/bx pleura
5361,32998,6176.47,Ablate pulm tumor perq rf
5361,38129,6176.47,Unlisted laps px spleen
5361,38542,6176.47,Explore deep node(s) neck
5361,38570,6176.47,Laparoscopy lymph node biop
5361,38589,6176.47,Unlisted laps px lymphtc sys
5361,38740,6176.47,Remove armpit lymph nodes
5361,38745,6176.47,Remove armpit lymph nodes
5361,39401,6176.47,Mediastinoscpy w/medstnl bx
5361,39402,6176.47,Mediastinoscpy w/lmph nod bx
5361,43285,6176.47,Rmvl esophgl sphnctr dev
5361,43289,6176.47,Unlisted laps px esoph
5361,43651,6176.47,Laparoscopy vagus nerve
5361,43652,6176.47,Laparoscopy vagus nerve
5361,43653,6176.47,Laparoscopy gastrostomy
5361,43659,6176.47,Unlisted laps px stomach
5361,43773,6176.47,Lap replace gastr adj device
5361,44180,6176.47,Lap enterolysis
5361,44186,6176.47,Lap jejunostomy
5361,44238,6176.47,Unlisted laps px intestine
5361,44970,6176.47,Laparoscopy appendectomy
5361,44979,6176.47,Unlisted laps px appendix
5361,45499,6176.47,Laparoscope proc rectum
5361,47379,6176.47,Unlisted laps px liver
5361,47382,6176.47,Percut ablate liver rf
5361,47538,6176.47,Perq plmt bile duct stent
5361,47539,6176.47,Perq plmt bile duct stent
5361,47540,6176.47,Perq plmt bile duct stent
5361,47562,6176.47,Laparoscopic cholecystectomy
5361,47563,6176.47,Laparo cholecystectomy/graph
5361,47579,6176.47,Unlisted laps px biliary trc
5361,49320,6176.47,Diag laparo separate proc
5361,49321,6176.47,Laparoscopy biopsy
5361,49322,6176.47,Laparoscopy aspiration
5361,49323,6176.47,Laparo drain lymphocele
5361,49324,6176.47,Lap insert tunnel ip cath
5361,49325,6176.47,Lap revision perm ip cath
5361,49329,6176.47,Unlstd laps px abd pertm&omn
5361,49491,6176.47,Rpr hern preemie reduc
5361,49540,6176.47,Repair lumbar hernia
5361,49592,6176.47,Rpr aa hrn 1st < 3 ncr/strn
5361,49594,6176.47,Rpr aa hrn 1st 3-10 ncr/strn
5361,49614,6176.47,Rpr aa hrn rcr < 3 ncr/strn
5361,49650,6176.47,Lap ing hernia repair init
5361,49651,6176.47,Lap ing hernia repair recur
5361,49659,6176.47,Unlstd laps px hrnap hrnrphy
5361,50549,6176.47,Unlisted laps px renal
5361,50592,6176.47,Perc rf ablate renal tumor
5361,50945,6176.47,Laparoscopy ureterolithotomy
5361,50949,6176.47,Unlisted laps px ureter
5361,51500,6176.47,Removal of bladder cyst
5361,51990,6176.47,Laparo urethral suspension
5361,51992,6176.47,Laparo sling operation
5361,51999,6176.47,Unlisted laps px bladder
5361,54690,6176.47,Laparoscopy orchiectomy
5361,54692,6176.47,Laparoscopy orchiopexy
5361,54699,6176.47,Unlisted laps px testis
5361,55550,6176.47,Laparo ligate spermatic vein
5361,55559,6176.47,Unlstd laps px sprmatic cord
5361,58545,6176.47,Laparoscopic myomectomy
5361,58550,6176.47,Laparo-asst vag hysterectomy
5361,58578,6176.47,Unlisted laps px uterus
5361,58660,6176.47,Laparoscopy lysis
5361,58661,6176.47,Laparoscopy remove adnexa
5361,58662,6176.47,Laparoscopy excise lesions
5361,58670,6176.47,Laparoscopy tubal cautery
5361,58671,6176.47,Laparoscopy tubal block
5361,58672,6176.47,Laparoscopy fimbrioplasty
5361,58679,6176.47,Unlisted laps px ovidct ovry
5361,59150,6176.47,Treat ectopic pregnancy
5361,59151,6176.47,Treat ectopic pregnancy
5361,59898,6176.47,Unlstd laps px mat care&dlvr
5361,60200,6176.47,Remove thyroid lesion
5361,60210,6176.47,Partial thyroid excision
5361,60212,6176.47,Partial thyroid excision
5361,60220,6176.47,Partial removal of thyroid
5361,60225,6176.47,Partial removal of thyroid
5361,60240,6176.47,Removal of thyroid
5361,60280,6176.47,Remove thyroid duct lesion
5361,60281,6176.47,Remove thyroid duct lesion
5361,60659,6176.47,Unlisted laps px endoc sys
5361,60699,6176.47,Unlisted px endocrine system
5362,0600T,10860.07,Ablt ire 1+ o/t lv/prst8 prq
5362,0601T,10860.07,Abltj ire 1+tumors open
5362,0677T,10860.07,Laps repos lead isdss 1st ld
5362,0679T,10860.07,Laps rmvl lead isdss
5362,32604,10860.07,Thoracoscopy wbx sac
5362,32607,10860.07,Thoracoscopy w/bx infiltrate
5362,32608,10860.07,Thoracoscopy w/bx nodule
5362,32994,10860.07,Ablate pulm tumor perq crybl
5362,38120,10860.07,Laparoscopy splenectomy
5362,38571,10860.07,Laparoscopy lymphadenectomy
5362,38572,10860.07,Laparoscopy lymphadenectomy
5362,38573,10860.07,Laps pelvic lymphadec
5362,43210,10860.07,Egd esophagogastrc fndoplsty
5362,43280,10860.07,Laparoscopy fundoplasty
5362,43281,10860.07,Lap paraesophag hern repair
5362,43282,10860.07,Lap paraesoph her rpr w/mesh
5362,43284,10860.07,Laps esophgl sphnctr agmntj
5362,43648,10860.07,Lap revise/remv eltrd antrum
5362,43770,10860.07,Lap place gastr adj device
5362,43889,10860.07,Gstr rstcv px trnsorl esg
5362,47370,10860.07,Laparo ablate liver tumor rf
5362,47371,10860.07,Laparo ablate liver cryosurg
5362,47383,10860.07,Perq abltj lvr cryoablation
5362,47384,10860.07,Abltj ire liver 1+ tum perq
5362,47554,10860.07,Biliary endoscopy thru skin
5362,47556,10860.07,Biliary endoscopy thru skin
5362,47564,10860.07,Laparo cholecystectomy/explr
5362,50541,10860.07,Laparo ablate renal cyst
5362,50542,10860.07,Laparo ablate renal mass
5362,50543,10860.07,Laparo partial nephrectomy
5362,50544,10860.07,Laparoscopy pyeloplasty
5362,50593,10860.07,Perc cryo ablate renal tum
5362,50947,10860.07,Laparo new ureter/bladder
5362,50948,10860.07,Laparo new ureter/bladder
5362,55866,10860.07,Laps surg prst8ect rpbic rad
5362,55867,10860.07,Laps surg prst8ect smpl stot
5362,55868,10860.07,Lap srg prst8ct lymph nod bx
5362,55869,10860.07,Lap srg prst8ct bi pl lmphad
5362,55877,10860.07,Abltj ire prst8 1+ tum perq
5362,57423,10860.07,Repair paravag defect lap
5362,57425,10860.07,Laparoscopy surg colpopexy
5362,58541,10860.07,Lsh uterus 250 g or less
5362,58542,10860.07,Lsh w/t/o ut 250 g or less
5362,58543,10860.07,Lsh uterus above 250 g
5362,58544,10860.07,Lsh w/t/o uterus above 250 g
5362,58546,10860.07,Laparo-myomectomy complex
5362,58552,10860.07,Laparo-vag hyst incl t/o
5362,58553,10860.07,Laparo-vag hyst complex
5362,58554,10860.07,Laparo-vag hyst w/t/o compl
5362,58570,10860.07,Tlh uterus 250 g or less
5362,58571,10860.07,Tlh w/t/o 250 g or less
5362,58572,10860.07,Tlh uterus over 250 g
5362,58573,10860.07,Tlh w/t/o uterus over 250 g
5362,58673,10860.07,Laparoscopy salpingostomy
5362,58674,10860.07,Laps abltj uterine fibroids
5362,C9785,10860.07,Endo outlet restrict w/tube
5362,C9901,10860.07,Endo defect closure gi tract
5371,0864T,255.26,Low ntsty eswt corpus cvrnsm
5371,43761,255.26,Reposition gastrostomy tube
5371,43762,255.26,Rplc gtube no revj trc
5371,43763,255.26,Rplc gtube revj gstrst trc
5371,46083,255.26,Inc thrombosed hroid xtrnl
5371,50391,255.26,Instll rx agnt into rnal tub
5371,51100,255.26,Drain bladder by needle
5371,51700,255.26,Irrigation of bladder
5371,51705,255.26,Change of bladder tube
5371,51725,255.26,Simple cystometrogram
5371,51726,255.26,Complex cystometrogram
5371,51785,255.26,Anal/urinary muscle study
5371,53454,255.26,Tprnl balo cntnc dev adjmt
5371,53600,255.26,Dilate urethra stricture
5371,53621,255.26,Dilate urethra stricture
5371,53866,255.26,Cathj rmvl dev ischmc rmdlg
5371,53899,255.26,Unlisted px urinary system
5371,54200,255.26,Injection px peyronie ds
5371,54220,255.26,Irrg crpra cavrnosa priapism
5371,54231,255.26,Dynamic cavernosometry
5371,54235,255.26,Njx corpora cavernosa rx agt
5371,54250,255.26,Nctrnl pen tmscn&/rgdity tst
5371,54450,255.26,Preputial stretching
5371,55899,255.26,Unlisted px male genital sys
5372,0596T,712.4,Temp fml iu vlv-pmp 1st insj
5372,0597T,712.4,Temp fml iu valve-pmp rplcmt
5372,50389,712.4,Remove renal tube w/fluoro
5372,50396,712.4,Measure kidney pressure
5372,50430,712.4,Njx px nfrosgrm &/urtrgrm
5372,50431,712.4,Njx px nfrosgrm &/urtrgrm
5372,50572,712.4,Kidney endoscopy
5372,51710,712.4,Change of bladder tube
5372,51720,712.4,Treatment of bladder lesion
5372,51727,712.4,Cystometrogram w/up
5372,51728,712.4,Cystometrogram w/vp
5372,51729,712.4,Cystometrogram w/vp&up
5372,52000,712.4,Cystourethroscopy
5372,52010,712.4,Cystoscopy & duct catheter
5372,52285,712.4,Cystoscopy and treatment
5372,53080,712.4,Drainage of urinary leakage
5372,53620,712.4,Dilate urethra stricture
5372,54160,712.4,Circumcision neonate
5373,50020,2135.66,Drg perirnl/renal absc open
5373,50382,2135.66,Change ureter stent percut
5373,50384,2135.66,Remove ureter stent percut
5373,50385,2135.66,Change stent via transureth
5373,50386,2135.66,Remove stent via transureth
5373,50387,2135.66,Change nephroureteral cath
5373,50432,2135.66,Plmt nephrostomy catheter
5373,50434,2135.66,Convert nephrostomy catheter
5373,50435,2135.66,Exchange nephrostomy cath
5373,50688,2135.66,Change of ureter tube/stent
5373,51040,2135.66,Incise & drain bladder
5373,51045,2135.66,Incise bladder/drain ureter
5373,51060,2135.66,Removal of ureter stone
5373,51102,2135.66,Drain bl w/cath insertion
5373,52005,2135.66,Cysto w/urtrl cathj
5373,52204,2135.66,Cystoscopy w/biopsy(s)
5373,52260,2135.66,Cystoscopy and treatment
5373,52265,2135.66,Cystoscopy and treatment
5373,52270,2135.66,Cystoscopy & revise urethra
5373,52275,2135.66,Cystoscopy & revise urethra
5373,52276,2135.66,Cystoscopy and treatment
5373,52281,2135.66,Cystoscopy and treatment
5373,52283,2135.66,Cystoscopy and treatment
5373,52287,2135.66,Cystoscopy chemodenervation
5373,52290,2135.66,Cystoscopy and treatment
5373,52310,2135.66,Cystoscopy and treatment
5373,52315,2135.66,Cystoscopy and treatment
5373,53000,2135.66,Incision of urethra
5373,53020,2135.66,Incision of urethra
5373,53025,2135.66,Incision of urethra
5373,53060,2135.66,Drainage of urethra abscess
5373,53085,2135.66,Drainage of urinary leakage
5373,53200,2135.66,Biopsy of urethra
5373,53265,2135.66,Treatment of urethra lesion
5373,53665,2135.66,Dilation of urethra
5373,53855,2135.66,Insert prost urethral stent
5373,53860,2135.66,Transurethral rf treatment
5373,54001,2135.66,Slitting of prepuce
5373,54150,2135.66,Circumcision w/regionl block
5373,54161,2135.66,Circum 28 days or older
5373,54162,2135.66,Lysis penil circumic lesion
5373,54163,2135.66,Repair of circumcision
5373,54164,2135.66,Frenulotomy of penis
5373,54380,2135.66,Repair penis
5373,54385,2135.66,Repair penis
5373,54560,2135.66,Exploration for testis
5373,54700,2135.66,I&d epdidyms tstis&/scrot sp
5373,54840,2135.66,Remove epididymis lesion
5373,54900,2135.66,Fusion of spermatic ducts
5373,55120,2135.66,Removal of scrotum lesion
5373,55250,2135.66,Removal of sperm duct(s)
5373,55600,2135.66,Vesiculotomy
5373,74485,2135.66,Dilation urtr/urt rs&i
5374,37790,3601.33,Penile venous occlusion
5374,50433,3601.33,Plmt nephroureteral catheter
5374,50436,3601.33,Dilat xst trc ndurlgc px
5374,50437,3601.33,Dilat xst trc new access rcs
5374,50570,3601.33,Kidney endoscopy
5374,50574,3601.33,Kidney endoscopy & biopsy
5374,50590,3601.33,Fragmenting of kidney stone
5374,50693,3601.33,Plmt ureteral stent prq
5374,50694,3601.33,Plmt ureteral stent prq
5374,50695,3601.33,Plmt ureteral stent prq
5374,50727,3601.33,Revise ureter
5374,50951,3601.33,Endoscopy of ureter
5374,50953,3601.33,Endoscopy of ureter
5374,50970,3601.33,Ureter endoscopy
5374,50972,3601.33,Ureter endoscopy & catheter
5374,51020,3601.33,Cystotomy/cystostomy w/fulg
5374,51065,3601.33,Remove ureter calculus
5374,51520,3601.33,Removal of bladder lesion
5374,51535,3601.33,Repair of ureter lesion
5374,51715,3601.33,Endoscopic injection/implant
5374,51880,3601.33,Repair of bladder opening
5374,52001,3601.33,Cysto w/irrg&evac mlt clots
5374,52007,3601.33,Cysto urtrl cathj brush bx
5374,52214,3601.33,Cystoscopy and treatment
5374,52224,3601.33,Cystoscopy and treatment
5374,52234,3601.33,Cystoscopy and treatment
5374,52235,3601.33,Cystoscopy and treatment
5374,52250,3601.33,Cystoscopy and radiotracer
5374,52277,3601.33,Cystoscopy and treatment
5374,52282,3601.33,Cystoscopy implant stent
5374,52300,3601.33,Cystoscopy and treatment
5374,52301,3601.33,Cystoscopy and treatment
5374,52317,3601.33,Remove bladder stone
5374,52318,3601.33,Remove bladder stone
5374,52320,3601.33,Cystoscopy and treatment
5374,52330,3601.33,Cystoscopy and treatment
5374,52332,3601.33,Cystoscopy and treatment
5374,52334,3601.33,Create passage to kidney
5374,52341,3601.33,Cysto w/ureter stricture tx
5374,52342,3601.33,Cysto w/up stricture tx
5374,52343,3601.33,Cysto w/renal stricture tx
5374,52344,3601.33,Cysto/uretero stricture tx
5374,52345,3601.33,Cysto/uretero w/up stricture
5374,52351,3601.33,Cystouretero & or pyeloscope
5374,52352,3601.33,Cystouretero w/stone remove
5374,52400,3601.33,Cysto cgen post urtl valves
5374,52402,3601.33,Cysto trurl rescj ejacul dux
5374,52450,3601.33,Transurethral inc prostate
5374,52500,3601.33,Trurl resection bladder neck
5374,52640,3601.33,Relieve bladder contracture
5374,52700,3601.33,Drainage of prostate abscess
5374,53040,3601.33,Drainage of urethra abscess
5374,53210,3601.33,Removal of urethra
5374,53220,3601.33,Treatment of urethra lesion
5374,53240,3601.33,Surgery for urethra pouch
5374,53250,3601.33,Removal of urethra gland
5374,53260,3601.33,Treatment of urethra lesion
5374,53270,3601.33,Removal of urethra gland
5374,53275,3601.33,Repair of urethra defect
5374,53450,3601.33,Revision of urethra
5374,53453,3601.33,Tprnl balo cntnc dev rmvl ea
5374,53460,3601.33,Revision of urethra
5374,53500,3601.33,Urethrlys transvag w/ scope
5374,53502,3601.33,Repair of urethra injury
5374,53605,3601.33,Dilate urethra stricture
