apc_code,hcpcs_code,payment_rate,description
5374,53850,3601.33,Prostatic microwave thermotx
5374,53852,3601.33,Prostatic rf thermotx
5374,53854,3601.33,Trurl dstrj prst8 tiss rf wv
5374,54000,3601.33,Slitting of prepuce
5374,54110,3601.33,Treatment of penis lesion
5374,54120,3601.33,Partial removal of penis
5374,54300,3601.33,Revision of penis
5374,54304,3601.33,Revision of penis
5374,54312,3601.33,Reconstruction of urethra
5374,54318,3601.33,Reconstruction of urethra
5374,54322,3601.33,Reconstruction of urethra
5374,54324,3601.33,Reconstruction of urethra
5374,54326,3601.33,Reconstruction of urethra
5374,54328,3601.33,Revise penis/urethra
5374,54332,3601.33,Revise penis/urethra
5374,54336,3601.33,Revise penis/urethra
5374,54340,3601.33,Rpr hypspad comp simple
5374,54360,3601.33,Penis plastic surgery
5374,54406,3601.33,Remove muti-comp penis pros
5374,54415,3601.33,Remove self-contd penis pros
5374,54420,3601.33,Revision of penis
5374,54435,3601.33,Revision of penis
5374,54437,3601.33,Repair corporeal tear
5374,54440,3601.33,Repair of penis
5374,54505,3601.33,Biopsy of testis
5374,54512,3601.33,Excise lesion testis
5374,54520,3601.33,Removal of testis
5374,54522,3601.33,Orchiectomy partial
5374,54535,3601.33,Extensive testis surgery
5374,54600,3601.33,Reduce testis torsion
5374,54620,3601.33,Suspension of testis
5374,54670,3601.33,Repair testis injury
5374,54680,3601.33,Relocation of testis(es)
5374,54830,3601.33,Remove epididymis lesion
5374,54860,3601.33,Removal of epididymis
5374,54861,3601.33,Removal of epididymis
5374,54865,3601.33,Explore epididymis
5374,54901,3601.33,Fusion of spermatic ducts
5374,55060,3601.33,Repair of hydrocele
5374,55110,3601.33,Explore scrotum
5374,55150,3601.33,Removal of scrotum
5374,55175,3601.33,Revision of scrotum
5374,55200,3601.33,Incision of sperm duct
5374,55400,3601.33,Repair of sperm duct
5374,55500,3601.33,Removal of hydrocele
5374,55520,3601.33,Removal of sperm cord lesion
5374,55530,3601.33,Revise spermatic cord veins
5374,55680,3601.33,Remove sperm pouch lesion
5374,55705,3601.33,Bx prst8 any approach nonimg
5374,55706,3601.33,Bx prst8 ndl sat sampling
5374,55707,3601.33,Bx prst8 trct us guided
5374,55708,3601.33,Bx prst8 trct us w/mri fus 1
5374,55709,3601.33,Bx prst8 tprnl us guided
5374,55710,3601.33,Bx prst8 tprn us w/mri fus 1
5374,55711,3601.33,Bx prst8 trct mri-us 1st
5374,55712,3601.33,Bx prst8 tprnl mri-us 1st
5374,55720,3601.33,Drainage of prostate abscess
5374,55725,3601.33,Drainage of prostate abscess
5374,55980,3601.33,Sex transformation f to m
5375,0655T,5477.93,Tprnl focal abltj mal prst8
5375,0714T,5477.93,Tpla b9 prst8 hyprplsa<50ml
5375,0867T,5477.93,Tpla b9 prst8 hyprplsa>=50ml
5375,50551,5477.93,Kidney endoscopy
5375,50553,5477.93,Kidney endoscopy
5375,50561,5477.93,Kidney endoscopy & treatment
5375,50575,5477.93,Kidney endoscopy
5375,50580,5477.93,Kidney endoscopy & treatment
5375,50955,5477.93,Ureter endoscopy & biopsy
5375,50957,5477.93,Ureter endoscopy & treatment
5375,50961,5477.93,Ureter endoscopy & treatment
5375,50974,5477.93,Ureter endoscopy & biopsy
5375,50976,5477.93,Ureter endoscopy & treatment
5375,50980,5477.93,Ureter endoscopy & treatment
5375,51050,5477.93,Removal of bladder stone
5375,52240,5477.93,Cystoscopy and treatment
5375,52284,5477.93,Cysto rx balo cath urtl strx
5375,52305,5477.93,Cystoscopy and treatment
5375,52325,5477.93,Cystoscopy stone removal
5375,52327,5477.93,Cystoscopy inject material
5375,52346,5477.93,Cystouretero w/renal strict
5375,52353,5477.93,Cystouretero w/lithotripsy
5375,52354,5477.93,Cystouretero w/biopsy
5375,52355,5477.93,Cystouretero w/excise tumor
5375,52356,5477.93,Cysto/uretero w/lithotripsy
5375,52601,5477.93,Prostatectomy (turp)
5375,52630,5477.93,Remove prostate regrowth
5375,52648,5477.93,Laser surgery of prostate
5375,52649,5477.93,Prostate laser enucleation
5375,53010,5477.93,Incision of urethra
5375,53215,5477.93,Removal of urethra
5375,53230,5477.93,Removal of urethra lesion
5375,53235,5477.93,Removal of urethra lesion
5375,53400,5477.93,Revise urethra stage 1
5375,53405,5477.93,Revise urethra stage 2
5375,53410,5477.93,Reconstruction of urethra
5375,53420,5477.93,Reconstruct urethra stage 1
5375,53425,5477.93,Reconstruct urethra stage 2
5375,53430,5477.93,Reconstruction of urethra
5375,53431,5477.93,Reconstruct urethra/bladder
5375,53442,5477.93,Remove/revise male sling
5375,53446,5477.93,Remove uro sphincter
5375,53505,5477.93,Repair of urethra injury
5375,53510,5477.93,Repair of urethra injury
5375,53515,5477.93,Repair of urethra injury
5375,53520,5477.93,Repair of urethra defect
5375,54111,5477.93,Treat penis lesion graft
5375,54205,5477.93,Njx px peyronie ds exps plaq
5375,54308,5477.93,Reconstruction of urethra
5375,54348,5477.93,Rpr hypspad comp dsj & urtp
5375,54352,5477.93,Revj prior hypspad repair
5375,54408,5477.93,Repair multi-comp penis pros
5375,54660,5477.93,Revision of testis
5375,55180,5477.93,Revision of scrotum
5375,55713,5477.93,Bx prst8 in-bore ct/mri bx 1
5375,55714,5477.93,Bx prst8 in-bore ct/mri 1
5375,55860,5477.93,Surgical exposure prostate
5375,55874,5477.93,Tprnl plmt biodegrdabl matrl
5375,55875,5477.93,Transperi needle place pros
5375,C9739,5477.93,Cystoscopy prostatic imp 1-3
5376,0950T,9671.5,Abltj b9 prst8 tissue hifu
5376,0991T,9671.5,Cysto lo-nrg lithtrp&mcrsphr
5376,50080,9671.5,Perq nl/pl lithotrp smpl<2cm
5376,50081,9671.5,Perq nl/pl lithotrp cplx>2cm
5376,50555,9671.5,Kidney endoscopy & biopsy
5376,50557,9671.5,Kidney endoscopy & treatment
5376,50562,9671.5,Renal scope w/tumor resect
5376,50576,9671.5,Kidney endoscopy & treatment
5376,51860,9671.5,Repair of bladder wound
5376,52443,9671.5,Cysto 1st trurl prst8 comis
5376,52597,9671.5,Trurl rbtc wtrjt rescj prst8
5376,53449,9671.5,Repair uro sphincter
5376,53452,9671.5,Tprnl balo cntnc dev uni
5376,53865,9671.5,Cysto insj dev ischmc rmdlg
5376,54112,9671.5,Treat penis lesion graft
5376,54316,9671.5,Reconstruction of urethra
5376,54344,9671.5,Rrp hypspad comp moblj&urtp
5376,55873,9671.5,Cryoablate prostate
5376,55880,9671.5,Abltj mal prst8 tiss hifu
5376,C9740,9671.5,Cysto impl 4 or more
5376,C9761,9671.5,"Cysto, litho, vacuum kidney"
5377,0582T,13479.22,Trurl abltj mal prst8 tiss
5377,53440,13479.22,Male sling procedure
5377,53451,13479.22,Tprnl balo cntnc dev bi
5377,54400,13479.22,Insert semi-rigid prosthesis
5377,55882,13479.22,Ablt trurl prst8 tis trnsdcr
5378,53444,21175.04,Insert tandem cuff
5378,53445,21175.04,Insert uro/ves nck sphincter
5378,53447,21175.04,Remove/replace ur sphincter
5378,54401,21175.04,Insert self-contd prosthesis
5378,54405,21175.04,Insert multi-comp penis pros
5378,54410,21175.04,Remove/replace penis prosth
5378,54411,21175.04,Remov/replc penis pros comp
5378,54416,21175.04,Remv/repl penis contain pros
5378,54417,21175.04,Remv/replc penis pros compl
5401,90935,701.18,Hemodialysis one evaluation
5401,G0257,701.18,Unsched dialysis esrd pt hos
5411,56420,206.55,I&d bartholins gland abscess
5411,56820,206.55,Colposcopy vulva
5411,57160,206.55,Insert pessary/other device
5411,57170,206.55,Fitting of diaphragm/cap
5411,57180,206.55,Treat vaginal bleeding
5411,57452,206.55,Exam of cervix w/scope
5411,58100,206.55,Biopsy of uterus lining
5411,58322,206.55,Artificial insemination
5411,58323,206.55,Sperm washing
5411,58579,206.55,Unlisted hystsc px uterus
5411,58999,206.55,Unlisted px fml genital sys
5411,59020,206.55,Fetal contract stress test
5411,59025,206.55,Fetal non-stress test
5411,59897,206.55,Unlisted fetal invas px w/us
5411,59899,206.55,Unlisted px mat care&dlvr
5411,99170,206.55,Anogenital exam child w imag
5412,56405,311.33,I&d vulva/perineal abscess
5412,56821,311.33,Colposcopy vulva w/biopsy
5412,57156,311.33,Ins vag brachytx device
5412,57420,311.33,Exam of vagina w/scope
5412,57454,311.33,Bx/curett of cervix w/scope
5412,57455,311.33,Biopsy of cervix w/scope
5412,57456,311.33,Endocerv curettage w/scope
5412,57511,311.33,Cryocautery of cervix
5412,58301,311.33,Remove intrauterine device
5412,58321,311.33,Artificial insemination
5412,58976,311.33,Transfer of embryo
5412,59001,311.33,Amniocentesis therapeutic
5412,59012,311.33,Fetal cord puncture prenatal
5412,59030,311.33,Fetal scalp blood sampling
5412,59070,311.33,Transabdom amnioinfus w/us
5412,59072,311.33,Umbilical cord occlud w/us
5412,59074,311.33,Fetal fluid drainage w/us
5412,59076,311.33,Fetal shunt placement w/us
5412,59200,311.33,Insert cervical dilator
5412,59866,311.33,Abortion (mpr)
5413,55870,941.0,Electroejaculation
5413,56605,941.0,Biopsy of vulva/perineum
5413,57100,941.0,Biopsy vaginal mucosa simple
5413,57421,941.0,Exam/biopsy of vag w/scope
5413,57500,941.0,Biopsy of cervix
5413,57505,941.0,Endocervical curettage
5413,58970,941.0,Retrieval of oocyte
5413,58974,941.0,Embryo transfer intrauterine
5413,59000,941.0,Amniocentesis diagnostic
5413,59015,941.0,Chorion biopsy
5414,0071T,3307.24,Us leiomyomata ablate <200
5414,0072T,3307.24,Fcsd us abltj leiomyom>=200
5414,56440,3307.24,Mrsplzatn brthlns glnd cst
5414,56441,3307.24,Lysis of labial adhesions
5414,56442,3307.24,Hymenotomy
5414,56620,3307.24,Vulvectomy simple partial
5414,56625,3307.24,Vulvectomy simple complete
5414,56700,3307.24,Prtl hymnctmy/revj hymnl rng
5414,56740,3307.24,Exc bartholins gland/cyst
5414,56800,3307.24,Plastic repair introitus
5414,56805,3307.24,Clitoroplasty intersex state
5414,56810,3307.24,Perineoplasty rpr per nonob
5414,57000,3307.24,Colpotomy w/exploration
5414,57010,3307.24,Colpotomy drg pel abscess
5414,57061,3307.24,Destruction vag lesions smpl
5414,57065,3307.24,Destruction vag lesion xtnsv
5414,57105,3307.24,Biopsy vaginal mucosa xtnsv
5414,57106,3307.24,Vagnc prtl rmvl vag wall
5414,57107,3307.24,Vagnc compl rmvl paravag tis
5414,57109,3307.24,Vagnc bi total pel lymphadec
5414,57130,3307.24,Excision vaginal septum
5414,57135,3307.24,Excision vaginal cyst/tumor
5414,57200,3307.24,Repair of vagina
5414,57210,3307.24,Repair vagina/perineum
5414,57230,3307.24,Repair of urethral lesion
5414,57287,3307.24,Revise/remove sling repair
5414,57295,3307.24,Revise vag graft via vagina
5414,57300,3307.24,Repair rectum-vagina fistula
5414,57400,3307.24,Dilation of vagina
5414,57410,3307.24,Pelvic examination
5414,57415,3307.24,Remove vaginal foreign body
5414,57460,3307.24,Bx of cervix w/scope leep
5414,57461,3307.24,Conz of cervix w/scope leep
5414,57510,3307.24,Cauterization of cervix
5414,57513,3307.24,Laser surgery of cervix
5414,57520,3307.24,Conization of cervix
5414,57522,3307.24,Conization of cervix
5414,57558,3307.24,D&c of cervical stump
5414,57700,3307.24,Revision of cervix
5414,57720,3307.24,Revision of cervix
5414,57800,3307.24,Dilation of cervical canal
5414,58120,3307.24,Dilation and curettage
5414,58145,3307.24,Myomectomy vag method
5414,58345,3307.24,Reopen fallopian tube
5414,58555,3307.24,Hysteroscopy dx sep proc
5414,58558,3307.24,Hysteroscopy biopsy
5414,58562,3307.24,Hysteroscopy remove fb
5414,58600,3307.24,Division of fallopian tube
5414,58615,3307.24,Occlude fallopian tube(s)
5414,58770,3307.24,Create new tubal opening
5414,58800,3307.24,Drainage of ovarian cyst(s)
5414,58805,3307.24,Drainage of ovarian cyst(s)
5414,58820,3307.24,Drain ovary abscess open
5414,58900,3307.24,Biopsy of ovary(s)
5414,59160,3307.24,D & c after delivery
5414,59300,3307.24,Episiotomy or vaginal repair
5414,59320,3307.24,Revision of cervix
5414,59409,3307.24,Obstetrical care
5414,59412,3307.24,Antepartum manipulation
5414,59414,3307.24,Deliver placenta
5414,59612,3307.24,Vbac delivery only
5414,59812,3307.24,Treatment of miscarriage
5414,59820,3307.24,Care of miscarriage
5414,59821,3307.24,Treatment of miscarriage
5414,59840,3307.24,Induced abortion d&c
5414,59841,3307.24,Induced abortion dilat&evac
5414,59870,3307.24,Evacuate mole of uterus
5414,59871,3307.24,Remove cerclage suture
5415,51840,5110.8,Attach bladder/urethra
5415,51845,5110.8,Repair bladder neck
5415,55920,5110.8,Place needles pelvic for rt
5415,55970,5110.8,Sex transformation m to f
5415,56630,5110.8,Vulvectomy radical partial
5415,57020,5110.8,Colpocentesis sep px
5415,57120,5110.8,Colpocleisis le fort type
5415,57155,5110.8,Insert uteri tandem/ovoids
5415,57220,5110.8,Revision of urethra
5415,57240,5110.8,Anterior colporrhaphy
5415,57250,5110.8,Repair rectum & vagina
5415,57260,5110.8,Cmbn ant pst colprhy
5415,57265,5110.8,Cmbn ap colprhy w/ntrcl rpr
5415,57268,5110.8,Repair of bowel bulge
5415,57284,5110.8,Repair paravag defect open
5415,57288,5110.8,Repair bladder defect
5415,57291,5110.8,Construction of vagina
5415,57292,5110.8,Construct vagina with graft
5415,57320,5110.8,Repair bladder-vagina lesion
5415,57335,5110.8,Repair vagina
5415,57530,5110.8,Removal of cervix
5415,57550,5110.8,Removal of residual cervix
5415,57555,5110.8,Remove cervix/repair vagina
5415,57556,5110.8,Remove cervix repair bowel
5415,58260,5110.8,Vaginal hysterectomy
5415,58262,5110.8,Vag hyst including t/o
5415,58263,5110.8,Vag hyst w/t/o & vag repair
5415,58270,5110.8,Vag hyst w/enterocele repair
5415,58291,5110.8,Vag hyst incl t/o complex
5415,58294,5110.8,Vag hyst w/enterocele compl
5415,58346,5110.8,Insert heyman uteri capsule
5415,58350,5110.8,Reopen fallopian tube
5415,58353,5110.8,Endometr ablate thermal
5415,58356,5110.8,Endometrial cryoablation
5415,58559,5110.8,Hysteroscopy lysis
5415,58560,5110.8,Hysteroscopy resect septum
5415,58561,5110.8,Hysteroscopy remove myoma
5415,58563,5110.8,Hysteroscopy ablation
5415,58565,5110.8,Hysteroscopy sterilization
5415,58925,5110.8,Removal of ovarian cyst(s)
5415,59100,5110.8,Remove uterus lesion
5415,C9778,5110.8,"Colpopexy, min/inv, ex-perit"
5416,57282,7576.05,Colpopexy extraperitoneal
5416,57283,7576.05,Colpopexy intraperitoneal
5416,57285,7576.05,Repair paravag defect vag
5416,57289,7576.05,Repair bladder & vagina
5416,57310,7576.05,Repair urethrovaginal lesion
5416,57330,7576.05,Repair bladder-vagina lesion
5416,57426,7576.05,Revise prosth vag graft lap
5416,58290,7576.05,Vag hyst complex
5416,58292,7576.05,Vag hyst t/o & repair compl
5416,58580,7576.05,Transcrv abltj utrn fibrd rf
5416,58920,7576.05,Partial removal of ovary(s)
5431,0440T,1995.02,Abltj perc uxtr/perph nrv
5431,0441T,1995.02,Abltj perc lxtr/perph nrv
5431,27325,1995.02,Neurectomy hamstring
5431,27326,1995.02,Neurectomy popliteal
5431,28035,1995.02,Decompression of tibia nerve
5431,28055,1995.02,Neurectomy foot
5431,61790,1995.02,Treat trigeminal nerve
5431,61791,1995.02,Treat trigeminal tract
5431,62194,1995.02,Replace/irrigate catheter
5431,62287,1995.02,Dcmprn pq nuc pul 1/mlt lmbr
5431,62292,1995.02,Njx chemonucleolysis lmbr
5431,62355,1995.02,Remove spinal canal catheter
5431,63600,1995.02,Remove spinal cord lesion
5431,63610,1995.02,Stimulation of spinal cord
5431,63661,1995.02,Remove spine eltrd perq aray
5431,63746,1995.02,Removal of spinal shunt
5431,64605,1995.02,Injection treatment of nerve
5431,64610,1995.02,Injection treatment of nerve
5431,64624,1995.02,Dstrj nulyt agt gnclr nrv
5431,64625,1995.02,Rf abltj nrv nrvtg si jt
5431,64633,1995.02,Destroy cerv/thor facet jnt
5431,64635,1995.02,Destroy lumb/sac facet jnt
5431,64702,1995.02,Revise finger/toe nerve
5431,64704,1995.02,Revise hand/foot nerve
5431,64708,1995.02,Revise arm/leg nerve
5431,64712,1995.02,Revision of sciatic nerve
5431,64713,1995.02,Revision of arm nerve(s)
5431,64714,1995.02,Revise low back nerve(s)
5431,64716,1995.02,Revision of cranial nerve
5431,64718,1995.02,Revise ulnar nerve at elbow
5431,64719,1995.02,Revise ulnar nerve at wrist
5431,64721,1995.02,Carpal tunnel surgery
5431,64722,1995.02,Decompression unspec nerve
5431,64726,1995.02,Dcmprn plantar digital nerve
5431,64728,1995.02,Dcmprn median nrv carpl tunl
5431,64732,1995.02,Incision of brow nerve
5431,64734,1995.02,Incision of cheek nerve
5431,64736,1995.02,Incision of chin nerve
5431,64738,1995.02,Incision of jaw nerve
5431,64740,1995.02,Incision of tongue nerve
5431,64742,1995.02,Incision of facial nerve
5431,64744,1995.02,Incise nerve back of head
5431,64746,1995.02,Incise diaphragm nerve
5431,64763,1995.02,Incise hip/thigh nerve
5431,64766,1995.02,Incise hip/thigh nerve
5431,64771,1995.02,Sever cranial nerve
5431,64772,1995.02,Incision of spinal nerve
5431,64774,1995.02,Remove skin nerve lesion
5431,64776,1995.02,Remove digit nerve lesion
5431,64782,1995.02,Remove limb nerve lesion
5431,64784,1995.02,Remove nerve lesion
5431,64788,1995.02,Remove skin nerve lesion
5431,64790,1995.02,Removal of nerve lesion
5431,64795,1995.02,Biopsy of nerve
5431,64802,1995.02,Sympathectomy cervical
5431,64804,1995.02,Sympathectomy cervicothorac
5431,64820,1995.02,Sympathectomy digital artery
5431,64831,1995.02,Repair of digit nerve
5431,64858,1995.02,Repair sciatic nerve
5431,64861,1995.02,Repair of arm nerves
5431,72285,1995.02,Discography cerv/thor spine
5431,72295,1995.02,X-ray of lower spine disk
5432,61770,3490.14,Incise skull for treatment
5432,62225,3490.14,Replace/irrigate catheter
5432,62365,3490.14,Remove spine infusion device
5432,63744,3490.14,Revision of spinal shunt
5432,64570,3490.14,Remove vagus n eltrd
5432,64584,3490.14,Rmvl hpglsl nstim ary pg
5432,64657,3490.14,Rmvl bat modulj sys tot sys
5432,64786,3490.14,Remove sciatic nerve lesion
5432,64792,3490.14,Removal of nerve lesion
5432,64834,3490.14,Repair of hand or foot nerve
5432,64835,3490.14,Repair of hand or foot nerve
5432,64836,3490.14,Repair of hand or foot nerve
5432,64857,3490.14,Repair arm/leg nerve
5432,64862,3490.14,Repair of low back nerves
5432,64865,3490.14,Repair of facial nerve
5432,64893,3490.14,Nrv grf 1strnd arm/leg >4 cm
5433,0442T,8965.93,Abltj perc plex/trncl nrv
5433,61215,8965.93,Ins subq rsvr pmp/nfs sys
5433,61720,8965.93,Incise skull/brain surgery
5433,62230,8965.93,Replace/revise brain shunt
5433,62350,8965.93,Implant spinal canal cath
5433,63741,8965.93,Install spinal shunt
5433,64840,8965.93,Repair of leg nerve
5433,64856,8965.93,Repair/transpose nerve
5433,64864,8965.93,Repair of facial nerve
5433,64885,8965.93,Nerve graft head/neck <4 cm
5433,64886,8965.93,Nerve graft head/neck >4 cm
5433,64890,8965.93,Nrv grf 1strnd hnd/foot <4cm
5433,64891,8965.93,Nrv grf 1strnd hnd/foot >4cm
5433,64892,8965.93,Nrv grf 1strnd arm/leg <4cm
5433,64895,8965.93,Nrv grf mltst hnd/foot <4 cm
5433,64896,8965.93,Nrv grf mltst hnd/foot >4 cm
5433,64897,8965.93,Nrv grf mltst arm/leg <4 cm
5433,64898,8965.93,Nrv grf mltst arm/leg >4 cm
5433,64905,8965.93,Nerve pedicle transfer
5433,64907,8965.93,Nerve pedicle transfer
5433,64910,8965.93,Nerve repair w/allograft
5433,64911,8965.93,Neurorraphy w/vein autograft
5433,64912,8965.93,Nrv rpr w/nrv algrft 1st
5441,20526,313.6,Ther injection carp tunnel
5441,20527,313.6,Njx nzm palmar fascial cord
5441,20550,313.6,Njx 1 tendon sheath/ligament
5441,20551,313.6,Njx 1 tendon origin/insj
5441,20552,313.6,Njx 1/mlt trigger point 1/2
5441,20553,313.6,Njx 1/mlt trigger points 3/>
5441,20600,313.6,Drain/inj joint/bursa w/o us
5441,20604,313.6,Drain/inj joint/bursa w/us
5441,20605,313.6,Drain/inj joint/bursa w/o us
5441,20610,313.6,Drain/inj joint/bursa w/o us
5441,20611,313.6,Drain/inj joint/bursa w/us
5441,20612,313.6,Aspirate/inj ganglion cyst
5441,61050,313.6,Remove brain canal fluid
5441,61055,313.6,Injection into brain canal
5441,64400,313.6,Njx aa&/strd trigeminal nrv
5441,64405,313.6,Njx aa&/strd gr ocpl nrv
5441,64408,313.6,Njx aa&/strd vagus nrv
5441,64455,313.6,Njx aa&/strd pltr com dg nrv
5441,64505,313.6,N block spenopalatine gangl
5441,64566,313.6,Neuroeltrd stim post tibial
